User,afinn_score,FPPR,happiness_rank_score,happiness_average_score,happiness_standard_deviation_score,twitter_rank_score,google_rank_score,nyt_rank_score,lyrics_rank_score,parse_tree_height,max_verb_phrase_length,fpp_count,number_of_sentences,number_of_definite_articles,other_pronoun_count
user-0,-1.1818181818181819,0.0,5461.290322580645,5.288064516129032,1.171006451612903,391.60504201680675,466.86206896551727,544.1016949152543,524.5546218487395,3.5454545454545454,2,2,10,2,15
user-1,0.028708133971291867,40.54054054054054,5118.062680810029,5.4119093539054965,1.1650121022179363,411.08266932270914,438.07379518072287,532.4166241713411,403.85455460493205,4.042944785276074,2,58,138,45,289
user-2,0.525,80.0,5148.436403508772,5.409605263157895,1.1531440789473684,365.233995584989,432.3758700696056,477.86046511627904,370.60090702947844,5.12,2,21,24,14,53
user-3,0.16049382716049382,96.42857142857143,4903.928066037736,5.472783018867925,1.1782183962264152,384.45588235294116,460.6936274509804,541.6662515566625,401.8076923076923,4.338709677419355,2,69,54,18,84
user-4,0.6296296296296297,55.55555555555556,4587.260204081633,5.552653061224488,1.1808127551020409,427.0425531914894,736.8473684210526,678.7277777777778,426.4216216216216,3.65,2,16,19,2,20
user-5,0.2591240875912409,50.81967213114754,5018.440566037736,5.440768867924528,1.1762460849056604,323.32454458293387,524.913810483871,526.2702564102564,385.2844036697248,4.254545454545455,2,113,169,35,350
user-6,0.8455284552845529,52.94117647058824,4821.0952380952385,5.508506069094305,1.1890262371615312,342.57824427480915,511.2938816449348,482.8583162217659,366.1386233269599,3.4583333333333335,2,35,102,20,156
user-7,0.4720812182741117,48.275862068965516,5014.9011689691815,5.457582359192347,1.1761193411264614,345.76508620689657,434.49231644849175,460.33066361556064,359.3171397379913,4.25,3,75,131,37,234
user-8,0.6230769230769231,79.66101694915254,5031.636990235497,5.47834577828834,1.1429313612866168,508.52184927169094,600.3195997645674,656.4925834363412,525.5171537484117,6.681159420289855,2,95,62,81,157
user-9,0.5,100.0,5456.957983193277,5.326218487394958,1.1376453781512603,373.10169491525426,591.0183486238532,532.0275229357799,378.6216216216216,3.8,2,8,11,3,10
user-10,-0.8571428571428571,40.0,5332.608108108108,5.249459459459459,1.1987716216216218,243.69444444444446,403.04477611940297,611.9859154929577,313.01408450704224,2.4545454545454546,1,6,10,0,10
user-11,0.8333333333333334,40.0,4668.306603773585,5.556650943396226,1.2163014150943396,419.5769230769231,495.17676767676767,508.7886597938144,439.615763546798,2.676470588235294,3,11,34,2,34
user-12,0.0,41.66666666666667,4430.442105263158,5.594526315789473,1.160847368421053,272.05263157894734,323.5869565217391,294.0,244.55913978494624,3.4444444444444446,1,16,10,1,10
user-13,-0.05913978494623656,74.4186046511628,4880.557533375715,5.451964399237125,1.1890733630006356,426.1407506702413,524.7445504087193,584.2042936288088,444.21634615384613,3.2560975609756095,2,72,176,23,230
user-14,0.6282051282051282,76.92307692307693,4627.926948051948,5.555357142857144,1.1882355519480519,346.9382303839733,428.38513513513516,473.87285223367695,368.07563025210084,3.783333333333333,2,36,60,17,81
user-15,0.5795454545454546,44.44444444444444,4895.07223476298,5.480270880361174,1.1668582392776525,383.8717366628831,423.7909199522103,427.229746070133,342.5681818181818,4.090909090909091,2,44,48,24,117
user-16,-0.05454545454545454,52.94117647058824,5478.693805309735,5.323575221238938,1.141479646017699,484.9229357798165,524.5122410546139,579.3719165085389,532.8998109640831,4.648648648648648,2,23,37,22,46
user-17,-0.75,100.0,4794.783333333334,5.501499999999999,1.1802366666666666,372.89473684210526,830.7017543859649,740.6,392.51785714285717,4.25,1,6,5,1,1
user-18,-0.8809523809523809,95.45454545454545,5531.065573770492,5.246994535519126,1.1933401639344263,347.3133903133903,534.9411764705883,524.4732142857143,446.05367231638417,4.090909090909091,2,41,17,4,31
user-19,-0.543010752688172,62.0253164556962,5362.120634920635,5.330751322751322,1.1990902116402116,401.10634834508954,483.50492182976257,464.77992957746477,432.9197120708749,4.526315789473684,2,129,107,44,154
user-20,0.18518518518518517,50.0,4732.737827715356,5.535805243445694,1.1478561797752806,382.4597701149425,377.7670682730924,518.8682170542636,391.31496062992125,4.352941176470588,1,6,17,5,43
user-21,0.017543859649122806,62.5,5218.450549450549,5.377179487179487,1.189353663003663,437.1899441340782,525.51,523.0848484848485,439.1029126213592,3.86046511627907,2,40,43,9,45
user-22,0.3838383838383838,24.561403508771928,5009.9140786749485,5.454503105590061,1.1724283643892341,390.2654774396642,454.3532668881506,473.0600667408231,393.11833688699363,4.242424242424242,2,32,68,31,120
user-23,2.0,0.0,4038.090909090909,5.681818181818182,1.0774909090909093,364.1818181818182,328.0,283.45454545454544,227.63636363636363,2.5,1,0,1,0,3
user-24,-0.017391304347826087,96.15384615384616,5064.896865520728,5.421658240647119,1.1702945399393325,443.0927835051546,571.8651804670912,531.6083150984683,434.85445026178013,4.9375,2,109,46,25,48
user-25,0.018518518518518517,60.0,5114.48590021692,5.387548806941432,1.181597180043384,485.4625550660793,604.2980769230769,441.4504950495049,418.08665105386416,3.735294117647059,2,27,36,14,58
user-26,0.3601036269430052,39.83739837398374,5045.109288702929,5.427819246861925,1.1850759330543934,366.8402872777018,456.0800861914168,495.0480943738657,371.3795023490517,3.869140625,2,147,556,98,927
user-27,0.5,100.0,5200.75,5.4190000000000005,1.1678230000000003,328.5408163265306,485.0842105263158,533.4631578947368,342.17021276595744,4.5,1,10,6,4,9
user-28,-0.21809744779582366,51.92307692307693,5216.620666666667,5.367846666666666,1.1715004444444446,481.3783721466451,534.2882751937984,508.8640438247012,451.71099501306105,4.076271186440678,2,166,313,128,577
user-29,0.7924528301886793,25.0,5182.1138613861385,5.4397772277227725,1.133065594059406,348.58397932816536,479.36503856041134,476.47229551451187,374.6871794871795,5.0,1,5,24,18,62
user-30,-0.3254437869822485,52.903225806451616,5112.855839416058,5.402189781021899,1.1856120437956204,365.954375,496.8388780169602,500.2378737541528,360.16962025316457,3.542483660130719,2,185,155,38,127
user-31,0.8970588235294118,57.14285714285714,4747.633689839572,5.549505347593582,1.1774804812834225,333.66621621621624,502.9477401129943,458.33526850507985,318.786312849162,4.0181818181818185,2,29,46,14,92
user-32,0.01694915254237288,71.42857142857143,5173.223706176962,5.395325542570952,1.155539732888147,387.8843537414966,428.2719298245614,461.30511463844795,387.49913344887347,4.405405405405405,2,27,36,9,94
user-33,0.304,68.91891891891892,5073.497424892704,5.424377682403433,1.170668025751073,346.28590078328983,485.0596877869605,454.3703703703704,402.595640569395,4.2243589743589745,2,159,164,33,258
user-34,-0.65625,83.33333333333334,5226.571942446043,5.32,1.1558888489208634,308.8205128205128,488.94505494505495,492.4600760456274,334.36802973977694,6.076923076923077,2,30,11,11,17
user-35,-0.5238095238095238,12.5,5262.131782945737,5.380310077519379,1.1619375968992247,344.2165354330709,447.7427385892116,435.89539748953973,425.98790322580646,3.5833333333333335,2,8,16,7,36
user-36,-0.4649122807017544,54.90196078431373,5257.169774919614,5.362353697749197,1.1622672025723473,419.1671052631579,474.3610335195531,484.5136842105263,420.453125,4.56989247311828,2,151,87,45,125
user-37,-0.03125,42.857142857142854,5320.491349480969,5.324844290657439,1.1746804498269898,475.49283154121866,531.3699633699633,504.3893129770992,432.9016697588126,4.681818181818182,2,16,37,19,64
user-38,-0.5,100.0,5039.166666666667,5.399666666666667,1.2185502380952382,377.3357487922705,592.5974358974358,552.668407310705,353.25672371638143,3.8055555555555554,2,44,37,11,16
user-39,1.0638297872340425,60.0,4560.297789336801,5.625916775032509,1.1915823146944085,337.4361001317523,532.4,521.7832861189802,379.1638044914135,3.1184210526315788,2,38,77,13,119
user-40,0.28,60.0,4929.403587443946,5.4311659192825115,1.1684955156950676,340.1834862385321,491.84976525821594,490.1643192488263,349.12264150943395,5.363636363636363,2,10,10,2,31
user-41,0.0,0.0,5481.583333333333,5.260757575757576,1.1629522727272728,141.3181818181818,298.06722689075633,245.34188034188034,166.6076923076923,3.0,1,19,7,1,9
user-42,0.25925925925925924,60.0,5422.218390804598,5.298218390804598,1.1483908045977012,350.3941176470588,611.7469135802469,511.2857142857143,354.0352941176471,4.2727272727272725,2,12,12,2,22
user-43,-0.3157894736842105,77.08333333333334,5426.446105072464,5.3062182971014495,1.161290081521739,362.12761993479273,514.4375910636231,512.4028812717337,366.6854460093897,6.629032258064516,2,190,36,64,164
user-44,0.6966292134831461,71.7948717948718,4986.2847411444145,5.495599455040873,1.1596628065395096,369.4106145251397,478.6408759124088,514.0342261904761,387.69142857142856,3.4583333333333335,2,68,81,20,64
user-45,0.8297872340425532,22.5,4944.652495378928,5.485526802218115,1.1807031423290204,317.8957169459963,500.11451942740285,481.9325153374233,376.337786259542,3.4468085106382977,2,36,49,12,65
user-46,0.2876712328767123,92.5925925925926,4927.6369529983795,5.487309562398703,1.1920188006482981,349.1525704809287,447.93333333333334,391.85283687943263,393.50169491525423,3.6470588235294117,2,68,50,10,47
user-47,0.12,83.33333333333334,4977.972350230415,5.459032258064517,1.1579336405529956,406.7203791469194,536.7518610421836,495.9,437.03614457831327,4.147058823529412,2,44,32,10,29
user-48,-0.5096153846153846,68.75,5346.624190064795,5.33292656587473,1.176705183585313,369.18722466960355,475.34701055099646,476.2833530106257,371.8961625282167,4.159420289855072,2,65,72,16,108
user-49,0.1016548463356974,47.77777777777778,5116.958199356914,5.418874598070739,1.1751076428394756,502.02682486458605,552.886606189968,579.9832114811807,537.3849227490676,3.951923076923077,3,111,335,79,528
user-50,0.75,100.0,4802.783333333334,5.523000000000001,1.1792738888888887,327.9776536312849,550.3352941176471,518.0598802395209,369.78285714285715,3.090909090909091,2,9,19,3,17
user-51,-0.078125,50.66666666666667,5311.97265948633,5.33185584092792,1.17683082021541,444.595340811044,583.7466427931961,534.5187214611872,413.28902765388045,3.6486486486486487,2,85,93,26,104
user-52,-1.0,100.0,4887.211267605634,5.432676056338028,1.232491549295775,301.9428571428571,482.32394366197184,531.3571428571429,284.6666666666667,3.6666666666666665,1,8,6,3,2
user-53,0.20408163265306123,50.0,4963.419483101392,5.452803180914513,1.187765208747515,392.85771543086173,536.5379609544468,508.23568281938327,410.3921971252567,3.276595744680851,2,46,52,8,51
user-54,0.8076923076923077,57.14285714285714,4856.981132075472,5.499150943396226,1.186033962264151,366.1650485436893,544.5326633165829,560.8121827411168,314.1741293532338,4.266666666666667,2,23,13,6,18
user-55,0.3076923076923077,0.0,4768.060606060606,5.498585858585858,1.1535050505050504,346.1212121212121,416.03125,354.2105263157895,329.83505154639175,6.5,1,6,2,0,14
user-56,0.4,100.0,4764.782352941176,5.498588235294117,1.2106770588235292,526.792899408284,522.4625,532.0880503144654,384.9177215189873,3.0,1,12,19,3,14
user-57,0.43529411764705883,57.14285714285714,5221.562428407789,5.409278350515464,1.142344673539519,481.7245508982036,538.348246674728,561.9186189889026,469.63235294117646,4.615384615384615,1,33,26,27,85
user-58,-0.5,100.0,4473.0,5.626363636363637,1.2155363636363636,335.5813953488372,400.95238095238096,281.9,293.2142857142857,12.0,1,6,1,2,3
user-59,0.2,73.33333333333333,5237.85901826484,5.3587271689497715,1.170573287671233,363.92054149499705,462.111442193087,488.6650306748466,329.3070866141732,3.8811188811188813,2,136,148,13,191
user-60,0.2532467532467532,28.57142857142857,5012.476691729324,5.431240601503759,1.1772472180451128,437.72261072261074,521.047619047619,551.6295081967213,425.480194017785,4.03921568627451,2,34,90,22,198
user-61,-0.16101694915254236,45.0,5228.194523135033,5.355439093484419,1.166362795089707,418.15564202334633,416.6636363636364,554.8755020080321,411.259779338014,3.8297872340425534,2,54,91,32,109
user-62,0.25333333333333335,85.71428571428571,5121.691505216096,5.42387481371088,1.1592152011922503,366.6646058732612,455.9043062200957,505.1672077922078,375.32911392405066,4.36734693877551,2,22,49,18,81
user-63,0.7622377622377622,17.56756756756757,5003.342744212309,5.472806324110672,1.158339808018069,326.5306358381503,399.03639618138425,422.02353651176827,375.8857142857143,4.429906542056075,2,39,108,28,306
user-64,-0.5833333333333334,55.55555555555556,5272.227467811159,5.308927038626609,1.1964536480686694,393.44690265486724,441.6203703703704,483.8779342723005,339.6090909090909,3.5,1,13,18,5,31
user-65,0.16666666666666666,78.125,4912.268670309654,5.4615755919854285,1.187072950819672,356.8347338935574,455.3686274509804,421.716148445336,404.13182674199624,3.1293103448275863,2,85,114,18,105
user-66,-0.75,100.0,5480.7692307692305,5.209615384615384,1.1820884615384617,426.7391304347826,1077.695652173913,716.9473684210526,618.2,9.0,1,2,1,2,1
user-67,0.0,66.66666666666666,5248.011627906977,5.317906976744186,1.1914058139534887,456.8837209302326,531.921052631579,439.58666666666664,464.87654320987656,2.75,1,9,9,1,4
user-68,0.8333333333333334,28.57142857142857,4193.745762711865,5.701186440677965,1.2143745762711864,378.84615384615387,382.9537037037037,542.9732142857143,270.9816513761468,3.3636363636363638,1,5,11,3,22
user-69,0.9615384615384616,37.5,4842.754208754209,5.522558922558923,1.188047138047138,518.2405498281787,361.0985401459854,424.5875912408759,551.4669117647059,5.333333333333333,2,10,18,5,30
user-70,0.37037037037037035,100.0,5126.1324786324785,5.411965811965812,1.143468376068376,384.8193832599119,438.57674418604654,499.4835680751174,361.8868778280543,4.4375,1,25,15,11,21
user-71,0.47959183673469385,30.76923076923077,4777.87152161042,5.525423327412669,1.1736719952634695,320.85187424425635,410.37868338557996,455.8975487115022,361.9480840543881,3.9365079365079363,2,71,133,16,276
user-72,-0.8387096774193549,0.0,5277.318493150685,5.294931506849315,1.2132037671232876,445.1742160278746,521.5636363636364,580.1569343065694,455.82437275985666,4.142857142857143,2,9,22,4,36
user-73,0.36363636363636365,53.333333333333336,5027.268348623853,5.436467889908258,1.178038990825688,418.916864608076,469.0535279805353,524.5539215686274,395.181598062954,4.666666666666667,2,23,28,14,47
user-74,-0.03571428571428571,90.9090909090909,4991.736714975846,5.470748792270532,1.1930809178743962,440.35539215686276,518.574358974359,581.2267002518892,409.43544303797466,4.769230769230769,2,24,26,14,31
user-75,0.08080808080808081,64.36781609195403,5115.388436830835,5.4169721627409,1.1532883083511778,426.02584670231727,454.74012567324957,507.6500920810313,418.93357933579335,4.593103448275862,3,123,130,69,227
user-76,0.5342960288808665,61.58940397350994,5084.952494873548,5.455440874914559,1.1730351503759398,439.37265983751325,526.8273754398963,542.7582376200339,449.1430656934307,4.145785876993166,2,314,402,185,525
user-77,-0.058519793459552494,59.63855421686747,5301.570487255072,5.3488451534593375,1.1657887983353563,461.9598480737927,536.1265443654062,536.0818129441137,473.3905412894883,4.938775510204081,2,258,263,118,673
user-78,0.16666666666666666,55.55555555555556,5169.019277108434,5.403855421686748,1.1853383132530122,399.355,507.34358974358975,497.0211081794195,408.3547557840617,4.033333333333333,2,35,25,14,38
user-79,-0.024844720496894408,68.05555555555556,5240.142857142857,5.382943262411348,1.1642777608915906,461.7607427055703,515.9744703965237,487.20280112044816,450.64094143404486,4.358208955223881,2,115,89,73,182
user-80,-0.14285714285714285,0.0,4449.026086956522,5.610086956521739,1.1850208695652171,247.20353982300884,618.9285714285714,474.0,254.0810810810811,3.6,2,9,6,1,18
user-81,-0.46938775510204084,50.0,5391.1734104046245,5.285173410404624,1.1716057803468207,494.394578313253,639.6369426751593,642.383606557377,540.3784615384616,3.7142857142857144,2,27,25,6,22
user-82,-1.1111111111111112,100.0,5842.2,5.137333333333332,1.1702173333333334,271.2054794520548,300.6307692307692,457.95522388059703,361.18666666666667,2.25,1,9,9,4,3
user-83,0.14285714285714285,56.41025641025641,5107.412828947368,5.4349506578947375,1.1685940789473686,433.4467005076142,510.08703374777974,528.9537366548043,456.32590051457976,4.294117647058823,2,49,31,23,39
user-84,0.41566265060240964,80.0,4980.670722977809,5.462612741589119,1.1741055118110235,421.27487103905673,516.3579970104634,532.2407692307693,406.8181818181818,4.0576923076923075,2,104,113,28,133
user-85,-0.25,33.33333333333333,5412.396449704142,5.308047337278107,1.1607272189349114,405.7037037037037,412.83116883116884,409.0986842105263,371.44303797468353,4.625,2,6,4,8,27
user-86,0.46938775510204084,73.33333333333333,5019.877263581489,5.438319919517103,1.1739883299798795,460.11709844559584,501.75667022411955,482.5016501650165,443.8809523809524,4.390625,1,41,55,11,126
user-87,-0.44731977818853974,60.71428571428571,5316.681914374084,5.318603288295621,1.1748744098974444,347.2784071976008,404.75350770829726,441.76894865525674,337.253084304318,4.272289156626506,2,753,418,161,424
user-88,-0.4,100.0,5309.171875,5.3687499999999995,1.2334,364.6290322580645,643.9827586206897,508.17857142857144,451.1774193548387,3.1666666666666665,1,6,6,0,1
user-89,0.4019607843137255,45.588235294117645,5038.155561910209,5.439470975121533,1.1730206176722904,394.9411421911422,464.2655193607867,487.0865234982882,389.04457074484,4.578125,2,194,174,66,456
user-90,-0.3181818181818182,66.66666666666666,5633.508982035928,5.212574850299402,1.1565293413173654,509.4879518072289,623.9041095890411,495.41007194244605,519.0555555555555,3.466666666666667,2,15,16,5,9
user-91,-0.14285714285714285,45.45454545454545,5127.064777327935,5.384655870445344,1.1783127530364372,403.9,546.882096069869,573.4071588366891,458.82838983050846,4.1875,1,16,30,5,72
user-92,0.17088607594936708,62.22222222222222,5167.635294117647,5.3986013071895425,1.183329411764706,365.43201607501675,456.0758097863542,480.38461538461536,341.82063385030347,2.8742138364779874,2,107,168,38,202
user-93,-0.7777777777777778,44.44444444444444,5123.333333333333,5.362068965517241,1.1675706896551725,316.0635838150289,670.3699421965318,511.8023952095808,310.50602409638554,3.2142857142857144,2,12,10,3,27
user-94,0.17857142857142858,32.758620689655174,5182.241293532338,5.403718905472638,1.154953606965174,386.2911877394636,433.8647757255937,443.90683646112603,379.97322011757024,4.114754098360656,2,54,121,38,259
user-95,-0.3584905660377358,78.94736842105263,5343.490740740741,5.326296296296296,1.1856502314814816,470.60714285714283,591.2853535353536,495.82984293193715,386.3128078817734,3.4871794871794872,2,32,31,16,51
user-96,0.0945273631840796,65.46762589928058,4906.755020080322,5.475949512335054,1.1764954102122778,321.5238372093023,455.1678103555833,466.34815278647466,375.5037989479836,3.345679012345679,2,203,175,30,162
user-97,0.25333333333333335,71.42857142857143,4989.611721611722,5.461269841269842,1.1826,440.34183673469386,481.90193548387094,486.84036939313984,447.91327201051246,4.029411764705882,2,74,73,12,82
user-98,0.3181818181818182,71.42857142857143,4984.288461538462,5.452335164835165,1.1839236263736266,467.1540656205421,491.8855072463768,540.9484536082474,431.24889543446244,4.4,1,57,45,11,62
user-99,0.16161616161616163,64.93506493506493,5168.2605597964375,5.405501272264631,1.1564061577608142,460.2625727898359,559.0902215018908,573.2201117318435,510.689505165851,5.44,2,146,87,59,129
user-100,-0.03225806451612903,81.81818181818183,5337.3877551020405,5.329795918367347,1.1436027210884354,377.1060070671378,482.29432624113474,399.80827067669173,342.9528985507246,4.090909090909091,1,24,20,14,7
user-101,-0.3333333333333333,60.71428571428571,5412.810961080222,5.312597299444003,1.165276012708499,487.38134206219314,532.0926870748299,497.8289241622575,448.5991452991453,4.1938775510204085,2,59,87,29,161
user-102,0.04712041884816754,85.0,5245.637650200267,5.362064085447263,1.13136173564753,407.15393103448275,461.5699105145414,496.52284408909196,418.1908961593172,5.349206349206349,2,184,159,138,371
user-103,0.45454545454545453,57.14285714285714,5039.822222222222,5.4290370370370375,1.1698555555555559,373.21804511278197,426.43548387096774,404.3821138211382,295.68992248062017,3.4285714285714284,2,11,12,4,22
user-104,-1.4,66.66666666666666,5252.541666666667,5.357499999999999,1.2346833333333331,291.2173913043478,516.0217391304348,569.2340425531914,374.7173913043478,5.0,1,4,3,1,4
user-105,-0.11267605633802817,27.27272727272727,5372.845255474453,5.32585401459854,1.173711386861314,371.3731343283582,480.8402555910543,457.2520325203252,425.66869300911856,3.9423076923076925,2,39,51,9,71
user-106,-0.4155844155844156,78.78787878787878,5175.872340425532,5.386833541927409,1.1560540675844806,425.8528645833333,441.0926892950392,457.2567567567568,449.06258322237017,4.9375,2,75,41,14,61
user-107,0.4444444444444444,53.06122448979592,4883.259866423801,5.496435944140863,1.1786928961748633,384.2571606475716,420.39405684754524,451.97464239271784,389.43627140139506,3.5170068027210886,2,129,144,37,197
user-108,-0.4594594594594595,76.92307692307693,5118.494505494506,5.392829670329671,1.1746777472527472,413.72957746478875,541.0952380952381,442.8730650154799,391.9823529411765,4.761904761904762,2,39,23,10,19
user-109,0.2,0.0,4981.176470588235,5.438655462184873,1.1465663865546218,514.5086206896551,478.5,671.6981132075472,661.3275862068965,3.3846153846153846,1,8,12,0,11
user-110,0.2697160883280757,43.225806451612904,5053.17432615862,5.43267791351561,1.1702923598991661,465.6754421221865,544.2616243025418,563.5226694915254,454.75015733165515,4.073985680190931,2,206,390,120,610
user-111,0.8076923076923077,0.0,4939.106870229008,5.550916030534352,1.117808396946565,448.5234375,561.5569620253165,701.9715447154472,471.9,4.0,2,3,16,8,34
user-112,-0.3448275862068966,76.92307692307693,5377.3408239700375,5.28561797752809,1.1712865168539328,490.3058823529412,486.64315352697093,513.6806722689075,503.98809523809524,4.647058823529412,2,24,15,7,16
user-113,0.36699029126213595,30.48780487804878,5039.778720515867,5.443517732903445,1.1716025623621245,395.61223071577484,452.6279985678482,465.41438169602327,380.0225144092219,5.302631578947368,2,154,154,114,868
user-114,-0.01195219123505976,65.51724137931035,5411.879243661367,5.313596905887408,1.1570748173614096,457.60098082924657,496.8596410492407,524.0047326076668,442.0936346863469,4.325,2,64,151,51,277
user-115,-0.08333333333333333,83.33333333333334,5418.267015706806,5.333193717277488,1.1080895287958117,511.2944444444444,550.9714285714285,561.5375722543353,536.5174418604652,4.25,1,14,12,8,22
user-116,0.29118773946360155,73.77049180327869,5150.086622245002,5.401276268580215,1.1759699128651973,413.5790305584826,506.4939024390244,544.2136414881624,439.7857142857143,3.9863945578231292,2,113,147,37,203
user-117,0.5304659498207885,37.96296296296296,4861.837633298934,5.500247678018575,1.1940720674234606,379.0986013986014,512.0543154761905,492.1195158850227,399.1999283410964,3.9565217391304346,2,110,225,54,406
user-118,0.8571428571428571,83.33333333333334,4702.619528619529,5.551784511784512,1.1689700336700337,334.74402730375425,321.73539518900344,361.41379310344826,363.1533101045296,3.9655172413793105,1,9,28,6,40
user-119,0.0,0.0,4834.625,5.543333333333334,1.1402666666666665,207.375,427.40909090909093,244.3181818181818,246.5,4.0,2,0,2,0,3
user-120,0.2727272727272727,30.76923076923077,5277.292753623188,5.339478260869565,1.1801486956521738,369.1815476190476,509.23926380368096,451.86349206349206,370.2201834862385,3.9545454545454546,1,10,23,10,55
user-121,-0.5294117647058824,76.92307692307693,5083.02027027027,5.395585585585585,1.175338063063063,377.60779816513764,442.9881796690307,478.31807228915665,358.3095238095238,3.90625,2,32,30,12,28
user-122,-0.1484375,73.07692307692307,5130.45629510826,5.413560545308741,1.1500652766639934,472.3280334728033,486.1515410958904,529.0044130626654,438.1955017301038,4.046728971962617,2,106,99,32,94
user-123,-0.25,75.0,5233.20586797066,5.371511002444987,1.1534713936430319,400.8753738783649,407.789802289282,463.07574960547083,380.24629535002555,5.204918032786885,3,199,100,67,129
